documentId,Paragraph,Compound
US07396848B1,"To a mixture of methyl 3-[2-[3-[4-(4-chlorophenyl)-2-(2-methyl-1-imidazolyl)-5-oxazolyl]propoxy]phenyl]propionate (400 mg), tetrahydrofuran (5 ml) and ethanol (5 ml) was added 5 ml of a 1 N aqueous solution of sodium hydroxide, and the resulting mixture was stirred at room temperature for 3 hours. The reaction mixture was poured into water (100 ml), and the mixture was neutralized with 1 N hydrochloric acid. The resulting solid precipitate was filtered, washed with water and air-dried to give crude crystals of 3-[2-[3-[4-(4-chlorophenyl)-2-(2-methyl-1-imidazolyl)-5-oxazolyl]propoxy]phenyl]propionic acid. Recrystallization from tetrahydrofuran-hexane gave colorless prisms (260 mg, 54%). Melting point 184-185° C.",methyl 3-[2-[3-[4-(4-chlorophenyl)-2-(2-methyl-1-imidazolyl)-5-oxazolyl]propoxy]phenyl]propionate | tetrahydrofuran | ethanol | aqueous solution | sodium hydroxide | water | hydrochloric acid | water | 3-[2-[3-[4-(4-chlorophenyl)-2-(2-methyl-1-imidazolyl)-5-oxazolyl]propoxy]phenyl]propionic acid
US04419524,"24.7 g. of 2,2-dimethyl-3-(2,2-dichlorovinyl)-cyclopropane-1-carboxylic acid ethyl ester (purity: 96%, cis)trans ratio: 40:60), 6.7 g. of a 30% aqueous potassium hydroxide solution and 0.05 g. of polyoxyethylenesorbitane monooleate are stirred at 70° C. for 60 minutes. Stirring is continued with a further 6-g. portion of the potassium hydroxide solution for 60 minutes and with an additional 6-g. portion for 120 minutes. The solution is diluted with 100 ml. of water and 40 ml. fraction is distilled off to remove volatile, non-hydrolyzed substances. To the residual aqueous solution 80 cm3 of hexane is added followed by the addition of 12 g. of a 36% aqueous hydrochloric acid solution at 60° C. with stirring. The reaction mixture is then further manufactured as described in Example 1. 19.8 g. (95%) of 2,2-dimethyl-3-(2,2-dichlorovinyl)cyclopropane-1-carboxylic acid are obtained. Cis/trans ratio: 40:60.","2,2-dimethyl-3-(2,2-dichlorovinyl)-cyclopropane-1-carboxylic acid ethyl ester | potassium hydroxide | monooleate | 6-g | potassium hydroxide | 6-g | water | hexane | hydrochloric acid | 2,2-dimethyl-3-(2,2-dichlorovinyl)cyclopropane-1-carboxylic acid"
US04319916,"In 175 ml. of dry tetrahydrofuran was dissolved 3.9 g. of diisopropylamine with stirring under nitrogen. The solution was cooled to -65°, and 16 ml. of 2.4 molar n-butyllithium in hexane was added dropwise. The solution was stirred at constant temperature for 40 minutes, and to it was added dropwise 10 g. of 1-dimethylamino-2-(3-trifluoromethylphenyl)-1-butene-3-one dissolved in 50 ml. of tetrahydrofuran, and 25 ml. of hexamethylphosphoramide. The temperature at the end of the addition was -70°. The mixture was stirred for 1 hour at constant temperature and then 4.7 g. of pivaloyl chloride dissolved in 25 ml. of tetrahydrofuran was added dropwise. The mixture was stirred overnight and allowed to warm to ambient temperature. To the mixture was then added saturated potassium dihydrogen phosphate solution to bring its pH to 6, and the quenched reaction mixture was then partitioned between water and diethyl ether. The organic layer was dried over magnesium sulfate and evaporated under vacuum to obtain a dark oil, which was chromatographed on 300 g. of silica gel, eluting with 20% ethyl acetate in dichloromethane. The yield was 3.6 g. of the desired intermediate product.",tetrahydrofuran | diisopropylamine | nitrogen | n-butyllithium | hexane | 1-dimethylamino-2-(3-trifluoromethylphenyl)-1-butene-3-one | tetrahydrofuran | hexamethylphosphoramide | pivaloyl chloride | tetrahydrofuran | potassium dihydrogen phosphate | water | diethyl ether | magnesium sulfate | silica gel | ethyl acetate | dichloromethane
US04035376,"A mixture of 6 parts of 2-methyl-3-(2-thenoyl)hydratroponitrile, 2.7 parts of potassium hydroxide, 28 parts of ethanol and 3.5 parts of water is stirred and refluxed for 44 hours. The reaction mixture is evaporated. The residue is taken up in water and washed twice with 80 parts of ether. The aqueous phase is acidified with concentrated hydrochloric acid solution. The separated oily product is extracted with ether. Then the latter is dried and evaporated. The oily residue solidifies on triturating in petroleumether. The product is crystallized from acetonitrile -20° C, yielding a first fraction of 2-methyl-3-(2-thenoyl)hydratropic acid; mp. 118.7° C.",2-methyl-3-(2-thenoyl)hydratroponitrile | potassium hydroxide | ethanol | water | ether | ether | acetonitrile | 2-methyl-3-(2-thenoyl)hydratropic acid
US08957062B2,"2-[4-(benzyloxy)-2-methylphenyl]-N,N-dimethylacetamide (680 mg, 2.40 mmol) was dissolved in ethanol (4 ml). and palladium hydroxide on carbon (20%) (169 mg, 0.240 mmol) added. The mixture was stirred under an atmosphere of hydrogen gas at RT overnight. The mixture was filtered and the filtrate concentrated under reduced pressure to afford the title compound. LC/MS (m/z): 194 (M+H)+.","2-[4-(benzyloxy)-2-methylphenyl]-N,N-dimethylacetamide | ethanol | palladium hydroxide on carbon | hydrogen | title compound"
US08304419B2,"To a solution of 4-chloro-N-({4-chloro-3-[(3-cyano-5-formylphenyl)oxy]-2-fluorophenyl}methyl)-1-({[2-(trimethylsilyl)ethyl]oxy}methyl)-1H-imidazole-5-carboxamide (200 mg, 0.355 mmol) in 2-methyl-2-butene (4.44 ml, 4.44 mmol) was added a solution of sodium chlorite (401 mg, 3.55 mmol) and sodium dihydrogenphosphate monohydride (302 mg, 2.130 mmol) in water (2 mL). The mixture was stirred for 4 hours and the solvent was removed under vacuum. The residue was diluted with EtOAc and washed with water. The organic layer was dried over sodium sulfate, filtered and concentrated. The crude product was purified by reverse phase HPLC (MeCN/water 0.1% formic acid) to give 130 mg (63%) of the title compound as a white solid. 1H NMR (400 MHz, DMSO-d6) δ ppm 8.78 (t, 1H), 7.88-8.14 (m, 2H), 7.81 (s, 1H), 7.31-7.61 (m, 3H), 5.49 (s, 2H), 4.35-4.59 (m, 2 H), 3.31 (s, 2H), 0.57-0.85 (m, 2H), −0.09 (s, 9H). LC-MS (ES+) m/z 578.25, [M+H].",4-chloro-N-({4-chloro-3-[(3-cyano-5-formylphenyl)oxy]-2-fluorophenyl}methyl)-1-({[2-(trimethylsilyl)ethyl]oxy}methyl)-1H-imidazole-5-carboxamide | 2-methyl-2-butene | sodium chlorite | sodium dihydrogenphosphate monohydride | water | EtOAc | water | sodium sulfate | crude product | MeCN/water | title compound
US20140256713A1,"A solution of ethyl 1-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl]-7-[(4-fluorophenyl)methyl]-4-hydroxy-2-oxo-1,2-dihydro-1,5-naphthyridine-3-carboxylate (0.252 g, 0.49 mmol) in EtOH (15 mL) under nitrogen was treated with 2-(4-morpholinyl)ethanamine (0.321 mL, 2.44 mmol) for 30 min. @ 150° C. in a microwave vessel. The reaction was further microwaved for an additional 30 min. @ 150° C. after the addition of another equivalent (0.064 mL) of the amine. The reaction was transferred to a test tube, diluted with EtOH (30 mL), and treated with hydrazine (0.4 mL, 13 mmol) @ 50° C. overnight. After the reaction was cooled to ambient temperature the resulting suspension was diluted with water (120 mL) and refrigerated overnight. The resulting suspension was filtered, washed with 2:1 water:EtOH and thoroughly dried under high vacuum to provide the title compound as a pale yellow solid: 1H NMR (300 MHz, DMSO-d6) δ ppm 2.27 (s, 1H) 2.39-2.46 (m, 5H) 2.70-2.81 (m, 2H) 3.40-3.53 (m, 1H) 3.57-3.61 (m, 6H) 4.16 (s, 2H) 4.18-4.26 (m, 2H) 7.10-7.17 (m, 2H) 7.35-7.41 (m, 2H) 8.13-8.15 (m, 1H) 8.50-8.51 (m, 1H) 10.36-10.43 (m, 1H); ES+ MS: 470 (M+H+).","ethyl 1-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl]-7-[(4-fluorophenyl)methyl]-4-hydroxy-2-oxo-1,2-dihydro-1,5-naphthyridine-3-carboxylate | EtOH | nitrogen | 2-(4-morpholinyl)ethanamine | amine | EtOH | hydrazine | water | water | EtOH | title compound"
US20140339096A1,CF3OCF2CF2CF2CF2SO2F+CF3CH2OH→CF3OCF2CF2CF2CF2SO2OCH2CF3,CF3OCF2CF2CF2CF2SO2OCH2CF3
US09238602B1,"A 300 mL Parr autoclave was charged with 25 grams of 2,2,4,4-tetramethylcyclobutane-1,3-dione, 87.50 grams Isopar™ G, 12.50 grams of water, and 12.5 grams of 2% ruthenium on alumina (surface area=10 m2/g, purchased from BASF Catalysts). The autoclave was pressure purged three times with nitrogen and three times with hydrogen, and the pressure was increased to 3.5 MPa (500 psig) with hydrogen. The autoclave was heated to 100° C. with stirring at approximately 1400 rpm and held for 4 hours at 3.5 MPa (500 psig). Analysis of the product by gas chromatography indicated that complete conversion of the 2,2,4,4-tetramethyl-1,3-cyclobutanedione was obtained with 99.9% selectivity to 2,2,4,4-tetramethycyclobutane-1,3-diol with a cis:trans ratio of 17.2:1.","2,2,4,4-tetramethylcyclobutane-1,3-dione | water | ruthenium on alumina | nitrogen | hydrogen | hydrogen | 2,2,4,4-tetramethycyclobutane-1,3-diol"
US20100035931A1,"To a solution of 3-methoxy-4-hydroxybenzonitrile (7-1, 2.0 g, 13.4 mmol) in DCM (67 mL) at −78° C. was added diisopropylethylamine (3.0 mL, 17.4 mmol) followed by triflic anhydride (2.7 mL, 16.0 mmol) and stirred at −78° C. for 1 h. The mixture was poured into a separatory funnel containing a few pieces of ice and then partitioned between ice water and ether. The organic phase was washed with 1N HCl and then 10% Na2CO3, dried over Na2SO4, filtered and concentrated to yield a pale yellow oil. To a solution of this oil (2.7 g, 9.60 mmol) in DMF (96.0 mL) was added tetraethyl tin (3.80 mL, 19.2 mmol), bis(tri-t-butylphosphine) palladium(0) (0.491 g, 0.960 mmol) and LiCl (1.22 g, 28.8 mmol) and the system was heated to 80° C. for 1 h in an oil bath. The mixture was partitioned between saturated NaHCO3 and EtOAc. The organic phase was washed with water, brine, dried over Na2SO4, filtered and concentrated. The crude material was purified by gradient elution on silica gel (0 to 20% EtOAc in hexanes) to afford the desired compound (7-2) as a pale yellow crystalline solid. ESI+MS [M+H]+C10H11NO: 162.1 found, 162.2 required.",3-methoxy-4-hydroxybenzonitrile | DCM | diisopropylethylamine | triflic anhydride | ice | ice water | water | ether | HCl | Na2CO3 | Na2SO4 | oil | DMF | tetraethyl tin | bis(tri-t-butylphosphine) palladium(0) | LiCl | NaHCO3 | EtOAc | brine | Na2SO4 | crude material | silica gel
US20050075375A1,"2-[5-(3-Bromo-pyridin-2-yl)-2H-[1,2,4]triazol-3-yl]-4-Fluoro-phenol was prepared from N-amino-3-bromo-pyridine-2-carboxamidine and 5-fluoro-2-hydroxy-benzaldehyde using the protocol described in Example 36. [M+H]+ 336.1.","2-[5-(3-Bromo-pyridin-2-yl)-2H-[1,2,4]triazol-3-yl]-4-Fluoro-phenol | N-amino-3-bromo-pyridine-2-carboxamidine | 5-fluoro-2-hydroxy-benzaldehyde"
US20130261113A1,"tert-Butyl 2-[2-({7-methoxy-5-[(pyridin-3-ylcarbonyl)amino]-2,3-dihydroimidazo[1,2-c]quinazolin-8-yl}oxy)ethyl]morpholine-4-carboxylate (650 mg, 1.44 mmol) was dissolved in trifluoroacetic acid (10 mL) and stirred at rt for 4 h. The reaction mixture was concentrated under reduced pressure, and the resulting oil was diluted with methanol (1 mL) and pulled through a silica bound-NH2cartridge. The solution was concentrated under reduced pressure to give the title compound as a solid (45 mg, 69%): HPLC MS RT=0.21 min, MH+=451.1; 1H NMR (DMSO-d6) δ: 12.8-12.7 (1H, br s), 9.32 (1H, s), 8.73 (1H, d), 8.46 (1H, d), 7.60 (1H, d), 7.54-7.49 (1H, m), 7.06 (1H, d) 4.22-3.99 (6H, m), 3.94 (3H, s), 3.78 (1H, d), 3.66-3.58 (1H, m), 3.47 (1H, t), 2.95 (1H, d), 2.82-2.65 (2H, m), 1.98-1.78 (2H, m).","tert-Butyl 2-[2-({7-methoxy-5-[(pyridin-3-ylcarbonyl)amino]-2,3-dihydroimidazo[1,2-c]quinazolin-8-yl}oxy)ethyl]morpholine-4-carboxylate | trifluoroacetic acid | methanol | title compound"
US09266864B2,"A suspension of 2-(2-(2-(2-chloro-5-methylpyrimidin-4-yl)ethyl)phenyl)acetamide (K6) (0.150 g, 0.518 mmol), 4-(N-Boc-aminomethyl)aniline (0.145 g, 0.621 mmol), Pd(OAc)2 (2.3 mg, 0.010 mmol), Cs2CO3 (0.506 g, 1.55 mmol) and Xantphos (12 mg, 0.021 mmol) in 1,4-dioxane (2 mL) was heated under microwave irradiation at 100° C. for 1.5 hours. The resulting mixture was filtered through a plug of silica gel, washing with 10% MeOH in DCM. The volatiles were removed in vacuo and the residue was adsorbed onto silica gel and the product purified using silica gel column chromatography (CombiFlash Rf, 12 g SiO2 cartridge, 0-5% MeOH in DCM) to give the title compound A114 as a white solid (0.043 g, 17%); 1H NMR (300 MHz, d4-MeOH) δ 8.07 (brs, 1H), 7.59 (brs, 2H), 7.19 (m, 6H), 4.19 (brs, 2H), 3.64 (brs, 2H), 3.11 (brs, 2H), 2.95-2.98 (m, 2H), 2.08 (brs, 3H), 1.46 (brs, 9H). LCMS-B: rt 6.636 min; m/z 476 [M+H]+.","2-(2-(2-(2-chloro-5-methylpyrimidin-4-yl)ethyl)phenyl)acetamide | 4-(N-Boc-aminomethyl)aniline | Pd(OAc)2 | Cs2CO3 | Xantphos | 1,4-dioxane | silica gel | MeOH | DCM | title compound | solid"
US07767675B2,"A mixture of 3-quinolin-6-ylbut-3-en-1-ol (1.0 g, 0.0050 mol), platinum on carbon (5 wt. % supported on activated carbon, wet, Degussa type F100 ra/w, 0.20 g) in methanol (15.0 mL) was stirred under hydrogen (with a balloon) at RT for 5 h. The mixture was filtered and the filtrate was concentrated to give the desired product (1.0 g, 99%). LCMS: (M+H)=202.1.",3-quinolin-6-ylbut-3-en-1-ol | platinum on carbon | methanol | hydrogen | desired product
US20130296319A1,"To a suspension of sodium hydride (5.08 g, 127 mmol) in dimethylformamide (75 mL) was added diethyl malonate (1926 mL, 127 mmol) at 0° C. The solution was then stirred at ambient temperature for 30 minutes and a solution of 5-bromo-2-chloro-3-nitropyridine (30 g, 127 mmol) in dimethylformamide (75 mL) was added dropwise. The dark brown mixture was then stirred at 100° C. for 2 hours before being cooled to ambient temperature and quenched with a saturated solution of ammonium chloride (500 mL) at 0° C. The mixture was extracted with ethyl acetate (3×500 mL) and the combined organics were dried over magnesium sulfate. The solvent was removed in vacuo to give a dark brown oil which was purified by flash column chromatography (10% ethyl acetate I hexane) to afford diethyl 2-(5-bromo-3-nitropyridin-2-yl)malonate as a brown solid (31.8 g, 88 mmol, 69%). 1HNMR (400 MHz, CDCl3): 8 ppm 8.86 (s, 1H), 8.61 (s, 1H), 5.44 (1H, s), 4.29 (q, 4H), 127 (t, 6H).",sodium hydride | dimethylformamide | diethyl malonate | 5-bromo-2-chloro-3-nitropyridine | dimethylformamide | ammonium chloride | ethyl acetate | magnesium sulfate | ethyl acetate | hexane | diethyl 2-(5-bromo-3-nitropyridin-2-yl)malonate
US09265767B2,"A mixture of 4-bromo-5-(4-methoxyphenyl)-2,2-dimethylfuran-3(2H)-one (2 g, 0.0067 mol), 2-((4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenoxy)methyl)quinoline (2.43 g, 0.0067 mol), and Cs2CO3 (11 g, 0.034 mol) in toluene (25 mL) and water (8 mL) was degassed. Pd(dppf)Cl2 (1.1 g, 0.0013 mol) was then added under an inert atmosphere and the mixture was degassed again. The reaction mixture was refluxed for 3 h, filtered through a pad of Celite®. The filtrate was diluted with EtOAc (100 mL), washed with water (50 mL) and brine (50 mL), dried over Na2SO4, filtered and concentrated in vacuo to obtain the crude product. The crude material was purified via silica gel column chromatography to afford 5-(4-methoxyphenyl)-2,2-dimethyl-4-(4-(quinolin-2-ylmethoxy)phenyl)furan-3(2H)-one (2.3 g, 74%) as solid. 1H NMR (500 MHz, d6-DMSO): δ 8.42 (d, J=7.6 Hz, 1 H), 8.06-7.99 (m, 2 H), 7.95 (t, J=7.2 Hz, 1 H), 7.72 (t, J=7.2 Hz, 1 H), 7.63 (t, J=7.8 Hz, 1 H), 7.56 (d, J=7.2 Hz, 2 H); 7.18 (d, J=7.4 Hz, 2 H), 7.12 (d, J=7.2 Hz, 2 H), 6.89 (d, J=7.2 Hz, 2 H), 5.38 (s, 2 H), 3.79 (s, 3 H), 1.42 (s, 6 H). MS: M+H: m/z=452.1; M+Na: m/z=474.2, HPLC: 96%, Column: Eclipse XDB-C18, 150×4.6 mm, 5 um. Mobile Phase: 0.1% TFA in Water (A), AcN (B), Flow rate: 1.5 ml/min (Gradient)","4-bromo-5-(4-methoxyphenyl)-2,2-dimethylfuran-3(2H)-one | 2-((4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenoxy)methyl)quinoline | Cs2CO3 | toluene | water | Pd(dppf)Cl2 | EtOAc | water | brine | Na2SO4 | crude product | crude material | silica gel | 5-(4-methoxyphenyl)-2,2-dimethyl-4-(4-(quinolin-2-ylmethoxy)phenyl)furan-3(2H)-one"
US20100144717A1,"1-{2-[(3S,4S)-4-Amino-3-methoxypiperidin-1-yl}ethyl -7-methoxyquinoxalin-2(1H)-one (Intermediate 48, 70 mg, 0.21 mmol), 3-oxo-3,4-dihydro-2H-pyrido[3,2-b][1,4]oxazine-6-carbaldehyde (WO 2004/058144) (37 mg, 0.21 mmol) and sodium triacetoxy borohydride (130 mg, 0.63 mmol) were reacted as described for Example 14 (except for the hydrochloride salt preparation). The crude product was subjected to flash chromatography eluting with a gradient of 0-10% methanol/dichloromethane to give 62 mg (62%) of the title compound, [α]D=−19.5 (methanol, c=0.58).","2-[(3S,4S)-4-Amino-3-methoxypiperidin-1-yl}ethyl -7-methoxyquinoxalin-2(1H)-one | Intermediate 48 | 3-oxo-3,4-dihydro-2H-pyrido[3,2-b][1,4]oxazine-6-carbaldehyde | sodium triacetoxy borohydride | hydrochloride salt | crude product | methanol/dichloromethane | methanol | title compound"
US08779144B2,"To a suspension of 2-cyclopropyl-5-nitro-2H-isoquinolin-1-one (3.7 g, 0.015 mol) in Ethanol (80 mL, 1 mol) was added ammonium chloride (8 g, 0.2 mol) in Water (80 mL, 4 mol) and the reaction heated at 85° C. and then iron (4 g, 0.06 mol) was added. The reaction started turning dark and became completely brown. The reaction was heated for 1 h. LC/MS showed no starting material left and only one peak which to give the desired MW. The reaction was removed from the oil bath and 150 ml of methylene chloride was added in the flask. The mixture layers were separated and aqueous layer was extracted with CH2Cl2 (100 mL×3). The combined organic layers were washed once with brine. The organic layer was collected, dried over Na2SO4 and reduced in vacuo to produce a yellow-orange solid.",2-cyclopropyl-5-nitro-2H-isoquinolin-1-one | Ethanol | ammonium chloride | Water | iron | methylene chloride | CH2Cl2 | brine | Na2SO4
US08003649B2,"Reductive amination of 6-(piperazin-1-yl)-3-(trifluoromethyl)-[1,2,4]triazolo[4,3-b]pyridazine with 4-(3-dimethylaminopropoxy)benzaldehyde was carried out according to General Synthetic Method 7. The crude product was purified by hplc using a Waters XBridge Prep C18 OBD column, 5μ silica, 30 mm diameter, 100 mm length eluted with decreasingly polar mixtures of water (containing 0.1% aqueous ammonia) and acetonitrile as eluents to give N,N-dimethyl-3-[4-[[4-[3-(trifluoromethyl)-[1,2,4]triazolo[4,3-b]pyridazin-6-yl]piperazin-1-yl]methyl]phenoxy]propan-1-amine.","6-(piperazin-1-yl)-3-(trifluoromethyl)-[1,2,4]triazolo[4,3-b]pyridazine | 4-(3-dimethylaminopropoxy)benzaldehyde | crude product | water | acetonitrile | N,N-dimethyl-3-[4-[[4-[3-(trifluoromethyl)-[1,2,4]triazolo[4,3-b]pyridazin-6-yl]piperazin-1-yl]methyl]phenoxy]propan-1-amine"
